player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Maton,3,0,0,0,0,0,2,.143,.265,.310
E. Quero,2,0,1,2,0,0,0,.364,.417,.545
A. Benintendi,5,0,0,0,0,0,0,.217,.265,.413
L. Robert Jr.,3,2,1,0,0,2,2,.154,.282,.262
M. Thaiss,4,1,1,3,1,0,0,.229,.391,.371
A. Vaughn,5,1,2,2,1,0,0,.152,.193,.291
L. Sosa,4,1,1,0,0,0,3,.271,.301,.357
J. Palacios,3,1,1,0,0,0,1,.158,.273,.158
C. Meidroth,0,0,0,0,0,0,0,.269,.387,.269
M. Vargas,3,1,1,0,0,0,0,.147,.247,.213
J. Amaya,1,0,0,0,0,1,0,.095,.133,.119
B. Baldwin,1,1,1,1,0,0,0,.255,.263,.382
M. Taylor,0,0,0,0,0,0,0,.159,.213,.295
