player,ip,h,r,er,bb,k,hr,pc_st,era
E. Cabrera,5.0,3,1,1,1,2,1,85-55,5.52
L. Bachar,1.0,0,0,0,1,0,0,11-6,4.95
C. Faucher,1.0,1,0,0,0,2,0,20-11,2.77
A. Bender,1.0,0,0,0,0,2,0,12-9,2.25
J. Tinoco,1.0,0,0,0,0,0,0,10-8,3.65
