player,ip,h,r,er,bb,k,hr,pc_st,era
C. Quantrill,4.0,8,6,6,1,2,2,90-54,13.50
G. Soriano,2.0,3,4,4,2,1,2,43-26,7.20
L. Arias,3.0,0,0,0,0,1,0,37-24,0.00
