player,ip,h,r,er,bb,k,hr,pc_st,era
J. Irvin,7.1,5,1,1,1,4,0,98-69,3.19
J. Ferrer,0.1,2,3,3,1,0,0,16-9,6.28
K. Finnegan,0.1,1,0,0,0,0,0,6-4,1.64
J. Lopez,1.0,0,0,0,0,0,0,11-8,8.18
