player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,4,0,2,0,0,0,1,.250,.317,.417
B. Rooker,4,0,0,0,0,0,1,.243,.307,.486
J. Bleday,3,0,0,0,0,1,1,.225,.324,.383
M. Andujar,3,1,1,0,0,1,0,.326,.366,.442
J. Wilson,4,1,2,0,0,0,0,.333,.358,.450
N. Kurtz,4,1,2,0,0,0,2,.278,.300,.333
L. Urias,3,0,0,0,0,0,1,.246,.342,.492
T. Soderstrom,1,0,1,1,0,0,0,.282,.345,.527
G. Urshela,3,0,1,2,0,0,0,.227,.269,.352
S. Brown,1,0,0,0,0,0,1,.206,.341,.353
M. Schuemann,0,0,0,0,0,0,0,.233,.281,.367
J. Pereda,4,0,1,0,0,0,1,.208,.269,.250
