player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,4,0,0,0,0,0,3,.317,.387,.556
J. Heyward,0,0,0,0,0,0,0,.200,.258,.291
L. Arraez,3,1,0,0,0,1,0,.297,.333,.432
M. Machado,4,1,1,2,0,0,1,.294,.357,.460
X. Bogaerts,3,0,2,2,0,1,0,.254,.346,.356
L. Campusano,3,0,0,0,0,1,1,.000,.400,.000
O. Gonzalez,4,0,1,0,0,0,0,.241,.268,.259
E. Diaz,2,0,1,0,0,0,0,.234,.319,.391
G. Sheets,0,0,0,0,0,0,0,.278,.340,.456
M. Maldonado,2,0,0,0,0,0,1,.220,.235,.300
T. Wade,3,1,0,0,0,1,1,.283,.400,.348
B. Lockridge,4,1,1,0,0,0,0,.214,.267,.286
