player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,4,0,1,0,0,0,0,.265,.375,.324
B. Witt Jr.,4,1,2,0,0,0,1,.270,.341,.432
V. Pasquantino,2,0,0,1,0,1,0,.207,.294,.414
T. Tolbert,0,0,0,0,0,0,0,.000,.000,.000
S. Perez,4,1,2,0,0,0,2,.243,.263,.378
M. Canha,4,1,2,0,0,0,0,.417,.533,.583
K. Isbel,0,0,0,0,0,0,0,.200,.200,.250
M. Massey,4,0,1,2,0,0,0,.242,.278,.333
H. Renfroe,3,0,1,0,0,0,1,.160,.250,.200
M. Melendez,1,0,0,0,0,0,1,.100,.250,.100
M. Garcia,4,1,2,0,0,0,1,.345,.387,.655
F. Fermin,3,0,1,1,0,0,1,.077,.077,.077
