player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,0,0,0,0,1,.313,.370,.463
J. Ramirez,4,0,2,0,0,0,0,.268,.333,.536
C. Santana,4,0,2,0,0,0,0,.262,.329,.385
K. Manzardo,3,0,1,0,0,0,0,.185,.313,.463
J. Noel,1,0,0,0,0,0,1,.182,.222,.182
L. Thomas,3,0,0,0,0,0,2,.147,.189,.176
N. Jones,0,0,0,0,0,1,0,.132,.267,.211
A. Martinez,4,0,0,0,0,0,0,.444,.421,.667
B. Rocchio,0,0,0,0,0,0,0,.227,.300,.273
G. Arias,3,1,1,1,1,1,2,.288,.356,.538
B. Naylor,4,0,0,0,0,0,0,.162,.273,.243
D. Schneemann,4,0,2,0,0,0,1,.154,.241,.308
