player,ip,h,r,er,bb,k,hr,pc_st,era
F. Peralta,5.0,5,3,3,2,3,0,95-58,2.43
N. Mears,1.0,2,1,0,0,2,0,24-18,1.17
C. Yoho,1.0,1,0,0,1,1,0,25-13,4.50
B. Hudson,1.0,0,0,0,0,1,0,14-10,4.15
