player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Wallner,5,2,4,0,0,0,1,.267,.371,.433
D. Keirsey Jr.,0,0,0,0,0,0,0,.000,.000,.000
C. Vazquez,1,0,0,0,0,0,1,.077,.143,.154
C. Correa,3,2,1,1,0,2,0,.125,.200,.156
B. Buxton,5,1,1,1,0,0,2,.212,.257,.364
T. Larnach,3,0,1,3,0,1,1,.259,.344,.296
W. Castro,5,1,1,0,0,0,1,.226,.314,.419
R. Jeffers,5,0,1,2,0,0,1,.217,.280,.261
E. Julien,3,0,1,0,0,0,1,.176,.222,.235
T. France,2,0,0,0,0,0,0,.188,.235,.219
M. Gasper,2,1,0,0,0,1,2,.111,.333,.111
J. Miranda,2,0,0,0,0,0,1,.160,.160,.280
H. Bader,4,0,2,0,0,1,1,.261,.292,.696
