player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
I. Happ,5,2,4,1,0,1,0,.271,.358,.374
K. Tucker,4,2,3,2,1,1,0,.320,.420,.650
S. Suzuki,5,1,2,2,0,0,2,.276,.354,.540
M. Busch,4,0,0,0,0,0,2,.301,.370,.578
C. Kelly,0,0,0,0,0,1,0,.371,.540,.971
J. Berti,0,0,0,0,0,0,0,.250,.344,.250
D. Swanson,4,2,1,1,0,1,2,.180,.231,.360
N. Hoerner,5,0,2,0,0,0,1,.310,.352,.369
P. Crow-Armstrong,5,2,3,3,1,0,1,.276,.324,.510
M. Amaya,5,1,2,2,1,0,1,.278,.298,.500
G. Workman,3,0,0,0,0,0,1,.214,.267,.286
J. Turner,2,0,0,0,0,0,2,.139,.273,.139
V. Brujan,0,1,0,0,0,0,0,.333,.333,.667
