player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,4,0,1,0,0,1,2,.292,.341,.431
V. Guerrero Jr.,3,1,1,0,0,2,0,.288,.394,.424
D. Varsho,4,1,1,0,0,0,1,.231,.263,.635
A. Kirk,4,0,2,1,0,0,0,.287,.310,.382
M. Straw,0,0,0,0,0,0,0,.307,.333,.400
T. Heineman,0,0,0,0,0,0,0,.386,.404,.545
A. Santander,4,0,0,0,0,0,3,.182,.264,.308
A. Barger,4,0,0,0,0,0,1,.230,.288,.405
E. Clement,4,0,1,1,0,0,1,.266,.295,.347
N. Lukes,3,0,0,0,0,1,0,.247,.349,.397
J. Clase,3,0,1,0,0,0,1,.125,.125,.167
G. Springer,1,0,0,0,0,0,1,.263,.374,.460
