player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Carpenter,5,3,2,0,0,1,0,.288,.315,.540
J. Brebbia,0,0,0,0,0,0,0,.000,.000,.000
G. Torres,3,2,3,3,1,1,0,.304,.375,.482
A. Ibanez,2,0,0,0,0,0,1,.246,.319,.377
C. Keith,1,1,0,0,0,1,0,.212,.339,.346
J. Malloy,3,1,2,1,0,0,0,.211,.370,.310
R. Greene,4,1,2,2,0,0,0,.263,.320,.474
J. Jung,1,0,0,0,0,0,0,.098,.229,.098
S. Torkelson,5,0,0,0,0,0,1,.238,.337,.510
Z. McKinstry,5,2,2,0,0,0,0,.279,.371,.395
D. Dingler,4,2,1,0,0,0,0,.282,.307,.464
T. Sweeney,5,1,3,3,1,0,1,.267,.338,.397
J. Baez,5,1,3,2,0,0,1,.313,.347,.461
