player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,4,0,0,0,0,1,1,.250,.308,.250
R. Devers,4,0,0,1,0,1,3,.000,.077,.000
A. Bregman,4,0,2,0,0,1,0,.250,.308,.250
T. Casas,5,0,1,0,0,0,3,.077,.077,.077
T. Story,4,0,0,0,0,0,1,.091,.167,.091
W. Abreu,3,1,1,0,0,0,0,.667,.727,1.444
R. Gonzalez,0,1,0,0,0,1,0,.000,1.000,.000
K. Campbell,3,1,2,1,1,1,0,.500,.583,.900
D. Hamilton,3,0,0,0,0,0,1,.000,.000,.000
C. Wong,1,0,0,0,0,0,1,.125,.222,.125
C. Narvaez,3,0,1,1,0,1,1,.333,.500,.333
C. Rafaela,0,0,0,0,0,0,0,.000,.000,.000
