player,ip,h,r,er,bb,k,hr,pc_st,era
C. Ragans,5.0,3,0,0,2,11,0,94-62,3.79
J. Schreiber,1.0,0,0,0,0,2,0,15-11,1.76
S. Cruz,1.0,1,0,0,0,1,0,10-8,0.00
D. Lynch,1.0,1,0,0,0,0,0,13-7,1.04
C. Estevez,1.0,1,0,0,0,0,0,8-7,2.25
